commit type,added lines count
Other,3
Other,1
Multi-lang,1407
Other,122
Other,1
Other,0
Other,0
Other,0
Other,1
Multi-lang,3102
Other,3
Other,3
Other,2
Other,1
Other,3
Other,3
Other,1
Other,0
Other,1
Multi-lang,2
Other,1
Other,3
Other,1
Other,1
Other,1
Multi-lang,20
Other,1
Other,2
Other,1
Other,3
Other,1
Multi-lang,23
Other,1
Other,4
Other,1
Multi-lang,7
Other,1
Other,0
Other,1
Multi-lang,2032
Other,20
Other,1
Other,62
Other,1
Other,1
Other,1
Other,0
Other,551
Other,1
Other,319
Other,1
Other,1
Other,1
Other,0
Other,1
Other,7
Other,0
Other,1
Other,1
Other,3
Other,1
Other,2
Other,1
Other,0
Other,3
Other,3
Other,1
Other,5
Other,1
Other,18
Other,1
Other,3
Other,1
Other,2
Other,1
Other,44
Other,1
Other,1
Other,3
Other,0
Other,1
Other,18
Other,1
Other,25
Other,1
Other,10
Other,1
Multi-lang,13
Other,1
Other,2
Other,1
Other,0
Other,1
Other,1
Other,1
Other,2
Other,2
Other,1
Multi-lang,370
Other,1
Other,4
Other,1
Other,0
Other,1
Other,0
Other,0
Other,1
Other,1
Other,1
Other,7
Other,1
Multi-lang,650
Other,1
Other,84
Other,1
Other,37
Other,1
Other,8
Other,1
Other,345
Other,1
Other,1
Other,525
Other,3
Other,27
Other,0
Other,1
Other,1
Other,1
Other,0
Other,0
Other,1
Other,1
Other,1
Other,1
Other,1
Other,1
Other,1
Other,1
Other,1
Other,1
Other,2
Other,1
Other,1
Other,0
Other,1
Other,3
Other,3
Other,1
Other,1
Other,1
Other,1
Other,0
Other,1
Other,6
Other,0
Other,2
Other,1
Other,1
Other,0
Other,2
Other,1
Other,0
Other,2
Other,2
Other,2
Other,1
Other,1
Other,2
Other,1
Other,1
Other,3
Other,1
Other,2
Other,3
Other,1
Other,20
Other,1
Other,1
Other,0
Other,1
Other,1
Other,2
Other,2
Other,4
Other,3
Other,1
Other,0
Other,10
Other,2
Other,1
Other,0
Other,213
Other,7
Other,1
Other,1
Other,1
Other,1
Other,5
Other,2
Other,1
Other,1
Other,1
Other,1
Other,1
Other,1
Other,1
Other,1
Other,1
Other,1
Other,1
Other,1
Other,1
Other,0
Other,1
Other,1
Other,20
Other,24
Other,4
Other,1
Other,0
Other,1
Other,3
Other,1
Other,1
Other,2
Other,0
Other,2
Other,7
Other,1
Other,1
Other,1
Other,1
Multi-lang,320
Other,1
Other,1
Other,1
Other,46
Other,4
Other,7
Other,1
Other,19
Other,1
Other,23
Other,1
Other,16
Other,1
Other,33
Other,1
Other,19
Other,1
Other,56
Other,1
Other,2
Other,1
Other,8
Other,1
Other,2
Other,2
Other,1
Other,13
Other,15
Other,1
Other,2
Other,0
Other,1
Other,16
Other,0
Multi-lang,1372
Other,1
Other,8
Other,3
Other,1
Other,23
Multi-lang,287
Other,3
Other,1
Other,1
Other,1
Other,76
Other,2
Other,207
Multi-lang,298
Other,34
Other,1
Other,1
Other,1
Other,159
Other,1
Other,4
Other,1
Other,10
Other,2
Other,5
Other,12
Other,70
Other,5
Other,1
Other,0
Other,3
Other,0
Multi-lang,2471
Other,1
Other,1
Other,1
Other,1
Multi-lang,124
Other,1
Other,1
Other,1
Other,1
Other,1
Other,1
Other,1
Other,1
Multi-lang,964
Other,1
Other,3
Other,8
Other,1
Multi-lang,29
Other,1
Multi-lang,125
Other,1
Other,1
Other,2
Other,1
Other,2
Multi-lang,133
Other,1
Multi-lang,61
Other,1
Other,54
Other,1
Other,87
Other,1
Other,423
Other,1
Other,2
Other,1
Multi-lang,129
Other,1
Other,1
Other,1
Other,0
Other,1
Multi-lang,1319
Other,1
Other,11
Other,2
Other,19
Multi-lang,245
Other,1
Other,1
Other,1
Other,2
Other,1
Other,1
Other,2
Other,2
Other,1
Other,1
Other,1
Other,1
Other,3
Other,2
Other,2
Other,1
Other,23
Other,8
Other,4
Other,4
Other,47
Other,6
Other,54
Other,21
Other,45
Other,2
Multi-lang,2735
Other,3
Other,1
Other,36
Other,13
Other,16
Other,5
Other,7
Other,0
Multi-lang,1158
Other,2
Other,1
Other,1
Other,19
Other,201
Other,2
Other,13
Other,9
Other,1
Other,2
Other,1
Other,1
Other,1
Multi-lang,456
Other,1
Other,1
Other,1
Other,37
Other,0
Other,4
Other,1
Multi-lang,628
Other,1
Other,15
Other,1
Multi-lang,42
Other,15
Other,1
Other,111
Other,2
Other,14
Other,1
Multi-lang,264
Other,2
Other,1
Other,2
Other,1
Other,99
Other,2
Other,54
Other,1
Other,3
Other,1
Other,1
Other,232
Other,1
Other,1
Other,58
Other,1
Multi-lang,358
Other,1
Other,368
Other,1
Other,35
Other,165
Other,1
Multi-lang,463
Other,4
Other,1
Other,1
Other,1
Other,10
Other,1
Multi-lang,351
Other,6
Other,1
Other,133
Other,1
Multi-lang,152
Other,1
Other,23
Other,1
Other,9
Other,1
Other,7
Other,0
Other,14
Other,2
Other,30
Other,0
Other,179
Other,1
Other,44
Other,0
Other,60
Other,0
Other,5
Other,1
Multi-lang,2023
Other,2
Other,1
Other,6
Other,1
Other,0
Other,2
Other,1
Other,11
Other,4
Other,2
Other,2
Other,3
Other,5
Other,1
Other,9
Other,1
Other,40
Other,1
Other,1
Multi-lang,77
Other,1
Other,5
Multi-lang,8
Multi-lang,464
Other,1
Other,1
Other,44
Other,2
Other,5
Other,6
Other,2
Other,1
Other,1
Other,4
Other,97
Other,18
Other,1
Other,22
Other,15
Other,1
Other,3
Other,22
Other,1
Other,42
Other,5
Other,4
Other,1
Other,15
Other,1
Other,1
Other,2
Other,5
Other,1
Other,0
Other,15
Other,1
Other,5
Other,1
Other,1
Other,1
Multi-lang,14
Multi-lang,379
Other,5
Other,2
Other,8
Other,16
Multi-lang,16
Other,1
Other,2
Other,2
Other,2
Other,1
Other,3
Other,1
Other,1
Other,1
Other,1
Other,1
Other,1
Other,1
Other,1
Other,1
Other,0
Other,1
Other,1
Other,7
Other,1
Other,29
Other,1
Other,36
Other,1
Other,68
Other,1
Other,24
Other,2
Other,2
Other,1
Other,1
Other,3
Other,8
Other,1
Other,0
Other,2
Other,1
Multi-lang,71
Multi-lang,25
Other,17
Other,113
Other,2
Other,1
Other,1
Other,1
Other,2
Other,1
Other,1
Other,2
Other,1
Other,1
Other,1
Other,1
Other,6
Other,4
Other,1
Other,9
Other,0
Other,1
Other,0
Other,10
Other,1
Multi-lang,22
Other,498
Other,3
Other,1
Other,1
Other,1
Other,5
Other,1
Other,40
Other,0
Other,1
Other,16
Other,1
Other,7
Other,6
Other,4
Multi-lang,32
Multi-lang,5555
Other,0
Other,1
Other,42
Other,1
Multi-lang,268
Other,2
Other,1
Other,32
Multi-lang,52
Other,60
Other,1
Other,7
Other,2
Other,0
Other,4
Other,1
Other,1
Other,17
Other,1
Other,25
Other,1
Other,2
Other,1
Other,7
Other,1
Other,16
Other,1
Other,7
Other,1
Other,1
Other,1
Other,1
Other,0
Other,6
Other,0
Other,5
Other,1
Other,4
Other,6
Other,5
Other,1
Multi-lang,16
Other,0
Other,113
Other,2
Multi-lang,96
Other,1
Other,1
Other,6
Other,4
Other,5
Other,2
Other,8
Other,1
Other,12
Other,1
Other,44
Other,2
Other,1
Other,42
Other,1
Other,30
Other,9
Other,1
Other,7
Other,107
Other,1
Other,9
Other,2
Other,1
Other,25
Other,6
Other,1
Multi-lang,8
Other,1
Other,2
Other,1
Other,2
Multi-lang,11
Other,1
Other,38
Other,1
Other,2
Other,2
Other,5
Other,1
Other,3
Other,1
Other,8
Other,1
Other,57
Other,2
Other,1
Other,2
Other,2
Other,22
Other,1
Other,2
Other,2
Other,1
Other,3
Other,12
Other,0
Other,1
Other,2
Multi-lang,108
Multi-lang,1174
Other,1
Other,4
Other,10
Other,2
Other,1
Other,5
Multi-lang,387
Other,1
Other,26
Other,1
Other,1
Other,1
Other,10
Other,1
Other,2
Other,109
Other,5
Other,1
Other,11
Other,1
Other,1
Other,4
Other,1
Other,19
Other,1
Other,38
Other,1
Other,2
Other,31
Other,1
Other,15
Other,1
Other,2
Other,7
Other,3
Other,1
Other,0
Other,1
Other,4
Other,1
Other,1
Other,11
Other,1
Other,1
Other,1
Multi-lang,6
Other,1
Other,2
Other,1
Other,12
Other,1
Multi-lang,3
Other,85
Other,44
Other,1
Other,1
Other,1
Other,1
Other,2
Other,10
Other,1
Other,3
Other,31
Other,3
Other,1
Other,8
Other,1
Other,3
Other,8
Other,2
Other,1
Other,1
Other,10
Other,2
Multi-lang,0
Other,0
Other,7
Other,2
Other,0
Multi-lang,4
Other,7
Other,1
Other,7
Other,4
Other,17
Other,7
Other,6
Other,1
Other,1
Other,1
Other,32
Other,25
Other,1
Other,1
Other,1
Other,9
Other,1
Other,2
Other,1
Other,1
Other,1
Other,129
Other,1
Other,1
Other,1
Other,0
Other,4
Multi-lang,2153
Other,19
Multi-lang,5538
Other,3
Multi-lang,1248
Other,13
Other,5
Other,1
Other,39
Other,26
Other,22
Other,14
Other,4
Other,8
Other,1
Other,5
Multi-lang,21
Other,6
Other,3
Other,93
Other,20
Other,1
Other,2
Other,39
Other,60
Other,52
Other,1
Other,13
Other,1
Other,0
Other,6
Other,1
Other,8
Other,13
Other,1
Multi-lang,7
Other,1
Other,1
Other,2
Other,1
Other,38
Other,9
Other,1
Other,1
Other,1
Other,0
Multi-lang,20
Other,3
Other,2
Other,7
Other,3
Other,1
Other,6
Other,2
Other,6
Other,14
Other,1
Other,1
Other,20
Other,4
Other,0
Multi-lang,1
Other,5
Other,3
Other,2
Other,10
Other,104
Other,6
Other,6
Other,1
Other,9
Other,1
Other,8
Other,8
Multi-lang,44
Other,1
Other,11
Other,1
Other,3
Other,1
Other,2
Other,1
Other,1
Other,8
Other,42
Other,2
Other,4
Multi-lang,25
Multi-lang,9
Other,0
Multi-lang,66
Other,503
Other,11
Other,5
Other,1
Other,199
Other,199
Other,0
Other,0
Other,1
Other,6
Other,4
Other,0
Other,1
Other,0
Other,0
Other,3
Other,5
Other,12
Other,26
Other,102
Other,2
Other,1
Other,10
Multi-lang,64
Other,5
Other,0
Other,6
Multi-lang,420
Other,458
Other,5
Other,1
Other,1
Other,1
Other,1
Other,86
Other,1
Other,1
Other,0
Other,11
Multi-lang,22
Other,2
Other,12
Other,7
Other,6
Other,8
Other,1
Other,1
Other,9
Other,8
Other,7
Other,2
Other,2
Multi-lang,1
Other,27
Other,2
Other,13
Other,0
Multi-lang,460
Other,4
Other,6
Other,1
Other,2
Other,1
Other,6
Other,6
Other,14
Other,0
Other,35
Other,35
Other,2
Other,4
Other,7
Other,32
Other,28
Other,0
Multi-lang,25
Other,9
Other,1
Other,1
Other,2
Other,1
Other,9
Other,2
Other,28
Other,0
Other,24
Multi-lang,99
Multi-lang,106
Other,4
Other,16
Other,6
Other,3
Other,2
Other,5
Other,19
Other,8
Other,4
Multi-lang,80
Multi-lang,10
Other,14
Other,12
Other,2
Other,5
Other,4
Other,4
Other,22
Other,1
Other,2
Other,19
Other,1
Other,6
Other,3
Other,9
Other,3
Other,1
Other,1
Other,1
Other,4
Other,1
Other,1
Other,2
Other,3
Other,1
Other,9
Other,2
Other,6
Other,3
Other,6
Other,1
Other,26
Other,6
Other,2
Other,1
Other,3
Other,6
Other,13
Other,3
Other,3
Other,11
Other,2
Other,1
Other,1
Other,1
Other,1
Other,2
Other,2
Other,0
Other,1
Other,0
Other,2
Other,4
Other,3
Other,3
Other,4
Other,0
Other,2
Other,1
Other,9
Other,5
Other,5
Other,7
Other,8
Other,8
Other,0
Multi-lang,0
Other,4
Other,26
Other,1
Other,24
Other,1
Other,28
Other,0
Other,1
Other,1
Other,128
Other,170
Other,15
Other,1
Other,3
Other,1
Other,2
Other,0
Multi-lang,36
Multi-lang,24
Other,1
Other,1
Other,5
Multi-lang,22
Other,3
Other,1
Other,1
Other,2
Other,1
Other,2
Other,4
Other,3
Other,2
Other,1
Other,6
Other,2
Other,1
Other,1
Other,60
Multi-lang,130
Other,1
Other,0
Other,5
Other,3
Other,3
Other,1
Other,0
Other,4
Multi-lang,6
Other,1
Other,4
Other,1
Other,33
Other,4
Multi-lang,0
Other,1
Multi-lang,16
Other,6
Other,24
Other,3
Other,4
Other,22
Other,1
Other,1
Multi-lang,9
Other,10
Other,12
Other,3
Other,6
Other,39
Multi-lang,68
Multi-lang,1440
Other,2
Other,1
Other,13
Other,1
Other,53
Other,1
Other,1
Other,0
Other,2
Other,2
Other,3
Other,2
Other,0
Other,6
Other,1
Other,1
Other,1
Other,1
Other,1
Other,1
Other,2
Other,5
Other,2
Other,13
Other,21
Other,15
Other,12
Other,0
Other,3
Other,2
Other,1
Other,4
Other,4
Other,5
Other,194
Other,24
Other,25
Other,49
Other,52
Other,8
Other,12
Other,6
Other,2
Other,2
Other,22
Other,1
Other,13
Other,3
Other,8
Other,1
Other,11
Other,8
Other,2
Multi-lang,284
Multi-lang,25
Other,4
Other,1
Other,2
Other,1
Other,2
Other,1
Other,2
Other,2
Other,6
Other,33
Other,19
Other,143
Multi-lang,92
Other,3
Other,3
Other,5
Other,1
Other,3
Other,7
Other,1
Other,2
Other,1
Other,1
Other,15
Other,1
Other,150
Other,0
Other,1
Other,3
Other,2
Other,6
Other,10
Other,6
Other,5
Other,9
Other,3
Other,13
Other,13
Other,1
Multi-lang,167
Other,0
Other,10
Other,2
Other,3
Other,1
Other,3
Other,1
Multi-lang,0
Other,1
Other,1
Other,0
Other,2
Other,8
Other,4495
Other,457
Other,567
Multi-lang,552
Other,2
Other,1
Other,0
Other,0
Other,17
Other,2
Other,1
Other,8
Other,1
Other,4
Multi-lang,113
Other,4
Other,4
Other,5
Other,1
Other,0
Other,0
Multi-lang,2
Other,1
Other,3
Other,1
Other,0
Multi-lang,39
Other,5
Multi-lang,2976
Other,1
Other,1
Other,1
Other,1
Other,4
Other,5
Other,4
Other,9
Other,144
Other,42
Other,34
Other,2
Other,1
Other,1
Other,1
Other,3
Other,24
Other,1
Other,15
Other,1
Other,1
Other,1
Other,2
Other,2
Other,15
Other,9
Other,2
Other,9
Other,19
Other,3
Other,3
Other,79
Other,3
Other,9
Other,4
Other,53
Other,0
Other,6
Other,13
Other,1
Multi-lang,4
Other,11
Multi-lang,6
Other,1
Other,1
Other,3
Other,1
Multi-lang,119
Other,0
Other,1
Other,2
Other,9
Other,5
Other,9
Other,21
Other,9
Other,34
Other,28
Other,1
Other,1
Other,50
Other,54
Other,0
Other,914
Other,1
Other,2
Multi-lang,145
Other,5
Other,9
Other,10
Other,1
Other,1
Other,2
Other,2
Other,0
Other,18
Multi-lang,47
Multi-lang,360
Other,3
Other,4
Other,5
Other,1
Other,0
Other,27
Multi-lang,492
Other,1
Other,0
Other,1
Other,13
Other,399
Other,1
Other,1
Other,3
Other,1
Other,3
Other,0
Multi-lang,211
Multi-lang,36
Other,1
Other,9
Other,21
Other,2
Other,2
Other,17
Other,0
Multi-lang,20
Other,1
Other,2
Other,2
Other,16
Other,2
Other,1
Other,1
Other,2
Other,3
Other,1
Other,13
Other,2
Other,0
Other,20
Other,11
Other,2
Other,12
Other,39
Other,0
Other,4
Other,1
Other,14
Other,15
Other,4
Other,3
Other,4
Other,27
Other,1
Other,20
Other,9
Other,14
Other,6
Other,3
Other,20
Other,1
Other,84
Other,2
Other,48
Other,11
Other,1
Other,3
Other,130
Other,1
Other,1
Other,0
Other,64
Other,15
Other,0
Other,40
Other,306
Other,147
Other,1
Other,2
Other,519
Other,43
Other,23
Other,1
Other,13
Other,1
Other,2
Other,0
Other,9
Other,1
Other,0
Other,7
Other,6
Other,252
Other,29
Other,576
Other,40
Other,34
Other,0
Other,9
Other,8
Other,11
Other,1
Other,3
Other,2
Other,0
Other,0
Other,0
Other,0
Other,0
Multi-lang,330
Other,1
Other,2
Other,1
Other,13
Other,1
Other,3
Other,2
Other,6
Other,13
Other,21
Other,2
Other,83
Other,1
Other,1
Other,6
Other,3
Other,5
Other,2
Other,11
Other,2
Other,2
Other,2
Other,2
Other,1
Other,2
Other,13
Multi-lang,7
Other,4
Other,21
Other,1
Other,9
Multi-lang,31
Other,8
Other,1
Other,1
Other,2
Other,2
Other,1
Other,4
Other,3
Other,1
Other,1
Other,1
Other,4
Other,1
Other,45
Other,1
Other,44
Multi-lang,30
Other,11
Other,6
Other,1
Multi-lang,4
Other,8
Other,1
Other,2
Other,27
Other,2
Other,1
Other,1
Other,1
Other,142
Multi-lang,2
Other,4
Other,1
Other,104
Other,3
Other,3
Other,1
Other,1
Other,1
Other,1
Other,3
Other,26
Other,1
Other,31
Other,0
Other,1
Multi-lang,1367
Other,4
Multi-lang,557
Other,1
Other,18
Other,7
Other,10
Other,1
Other,19
Multi-lang,111
Other,205
Other,121
Other,41
Multi-lang,30
Multi-lang,189
Multi-lang,1193
Multi-lang,313
Other,1162
Other,10
Other,1588
Other,185
Other,9
Other,212
Other,0
Other,35
Other,20
Other,346
Multi-lang,109
Other,23
Other,1
Other,1
Other,1
Multi-lang,26
Other,450
Other,2
Multi-lang,548
Other,320
Other,131
Other,349
Other,7
Other,746
Multi-lang,12
Other,107
Other,282
Multi-lang,20
Multi-lang,0
Multi-lang,168
Other,185
Multi-lang,158
Multi-lang,25
Multi-lang,126
Multi-lang,111
Multi-lang,750
Other,221
Multi-lang,258
Multi-lang,290
Other,4258
Other,115
Other,23
Multi-lang,96
Other,79
Other,46
Other,4
Multi-lang,129
Other,6
Multi-lang,90
Other,45
Multi-lang,62
Multi-lang,19
Other,9
Multi-lang,328
Other,4
Multi-lang,29
Other,2
Other,15
Other,36
Multi-lang,55
Other,99
Other,110
Other,28
Other,0
Other,239
Other,82
Other,391
Other,0
Multi-lang,24
Other,31
Other,304
Other,89
Multi-lang,375
Other,31
Other,26
Other,468
Other,34
Multi-lang,605
Other,3
Other,3
Other,151
Other,218
Other,9
Other,1
Other,12
Other,7
Other,2
Other,17
Other,423
Other,19
Other,51
Other,405
Other,1
Other,3
Other,12
Other,90
Other,42
Other,122
Multi-lang,13
Multi-lang,613
Other,58
Other,3
Other,1
Other,242
Multi-lang,232
Multi-lang,194
Other,3
Other,14
Other,11
Multi-lang,91
Other,290
Multi-lang,86
Other,306
Other,506
Multi-lang,272
Multi-lang,636
Other,66
Other,286
Multi-lang,157
Other,197
Other,24
Multi-lang,109
Multi-lang,125
Multi-lang,90
Multi-lang,165
Multi-lang,130
Other,68
Other,6
Other,37
Multi-lang,53
Multi-lang,1968
Other,752
Multi-lang,46
Multi-lang,355
Multi-lang,1008
Other,118
Other,11
Other,2
Other,6
Other,68
Other,7
Other,63
Multi-lang,167
Other,16
Other,2
Multi-lang,24
Multi-lang,745
Other,43
Multi-lang,608
Other,4
Multi-lang,1200
Other,18
Other,27
Other,167
Multi-lang,126
Multi-lang,697
Other,145
Other,7
Other,23
Other,33
Multi-lang,200
Other,1
Other,2
Multi-lang,19
Other,10
Other,253
Multi-lang,59
Other,5
Other,121
Other,108
Other,3284
Other,6
Other,2
Multi-lang,67
Other,39
Other,34
Other,112
Other,46
Multi-lang,343
Other,764
Other,12
Multi-lang,82
Multi-lang,73
Other,16
Other,75
Other,75
Multi-lang,53
Multi-lang,787
Other,239
Multi-lang,127
Multi-lang,2027
Multi-lang,528
Other,65
Other,315
Other,63
Other,217
Other,9
Other,22
Multi-lang,91
Multi-lang,16
Other,1
Other,9
Other,48
Multi-lang,62
Other,11
Other,57
Multi-lang,281
Other,128
Other,88
Other,11
Multi-lang,17
Multi-lang,354
Multi-lang,177
Other,3
Other,986
Other,9
Other,23
Other,4
Multi-lang,31
Multi-lang,229
Other,17
Multi-lang,310
Other,25
Other,8
Multi-lang,272
Other,5
Multi-lang,787
Multi-lang,174
Other,1
Other,7
Multi-lang,10
Other,12
Multi-lang,119
Other,266
Other,1
Other,58
Other,66
Other,93
Other,80
Multi-lang,771
Other,368
Other,25
Multi-lang,76
Other,13
Multi-lang,3
Other,5
Other,6098
Multi-lang,51
Other,15
Other,25
Other,80
Other,9
Other,2
Other,165
Multi-lang,290
Other,44
Other,206
Other,5
Multi-lang,49
Multi-lang,81
Other,39
Other,90
Other,9
Other,112
Other,2
Other,10
Other,8
Other,34
Other,33
Other,1
Other,0
Other,40
Other,5
Other,176
Other,10
Other,23
Other,148
Other,886
Other,237
Other,232
Other,666
Other,1
Other,80
Other,63
Other,35
Other,10
Other,174
Other,117
Multi-lang,192
Multi-lang,174
Multi-lang,500
Other,67
Other,10
Other,4
Other,20
Other,1
Multi-lang,8
Other,14
Other,87
Multi-lang,134
Other,78
Other,95
Multi-lang,114
Other,80
Other,677
Other,22
Other,14
Other,19
Other,76
Multi-lang,155
Other,7
Other,58
Other,160
Other,110
Other,68
Other,16
Multi-lang,194
Other,99
Multi-lang,12
Multi-lang,21
Other,30
Multi-lang,37
Multi-lang,123
Multi-lang,740
Multi-lang,18
Multi-lang,15
Multi-lang,2890
Multi-lang,2
Other,1
Other,72
Multi-lang,6283
Other,196
Other,88
Other,6
Multi-lang,882
Other,97
Other,83
Other,2
Other,3
Other,106
Multi-lang,30
Other,40
Other,112
Other,369
Other,2
Multi-lang,1
Other,16
Multi-lang,343
Other,46
Other,75
Other,75
Other,7
Other,6
Other,80
Other,910
Other,39
Other,6
Multi-lang,75
Other,14
Other,28
Other,1
Other,23
Other,33
Other,668
Multi-lang,6
Multi-lang,28
Other,2
Other,62
Other,64
Other,17
Other,48
Multi-lang,62
Other,8
Other,8
Other,21
Multi-lang,365
Other,264
Multi-lang,96
Other,1
Multi-lang,28
Multi-lang,40
Other,30
Multi-lang,243
Other,33
Multi-lang,45
Other,1
Multi-lang,49
Other,2826
Other,119
Multi-lang,2707
Other,23
Other,8
Multi-lang,16
Other,4
Other,72
Other,5
Multi-lang,839
Other,75
Other,2
Other,5
Other,8
Other,7
Other,9
Other,3
Multi-lang,142
Other,28
Other,94
Other,29
Multi-lang,16
Other,17
Other,18
Multi-lang,65
Multi-lang,16
Other,2075
Other,394
Multi-lang,652
Other,36
Multi-lang,7
Multi-lang,68
Multi-lang,149
Multi-lang,409
Other,10
Other,22
Multi-lang,1968
Other,25
Other,9
Other,22
Multi-lang,481
Multi-lang,173
Multi-lang,63
Multi-lang,17
Other,1
Multi-lang,63
Other,1
Other,1455
Other,4
Other,18
Multi-lang,685
Other,45
Multi-lang,29
Other,143
Other,54
Other,4963
Other,0
Other,11
Multi-lang,31
Other,106
Multi-lang,99
Multi-lang,448
Multi-lang,34
Multi-lang,18
Other,167
Other,34
Other,127
Multi-lang,201
Other,2
Multi-lang,128
Other,213
Multi-lang,395
Other,593
Multi-lang,357
Other,368
Multi-lang,69
Multi-lang,389
Other,4
Other,54
Multi-lang,193
Multi-lang,1106
Multi-lang,190
Multi-lang,780
Other,759
Multi-lang,61
Other,47
Other,43
Multi-lang,548
Other,97
Other,77
Multi-lang,822
Other,205
Multi-lang,368
Multi-lang,221
Multi-lang,240
Multi-lang,546
Other,606
Multi-lang,16
Multi-lang,140
Multi-lang,314
Multi-lang,34
Multi-lang,247
Multi-lang,255
Multi-lang,28
Multi-lang,310
Multi-lang,79
Other,16
Multi-lang,38
Multi-lang,544
Other,9
Other,58
Other,18
Other,10
Other,109
Multi-lang,81
Other,83
Other,17
Multi-lang,19
Multi-lang,372
Multi-lang,628
Multi-lang,843
Other,11
Multi-lang,97
Multi-lang,39
Multi-lang,6
Multi-lang,137
Multi-lang,417
Multi-lang,9572
Multi-lang,848
Multi-lang,275
Multi-lang,297
Multi-lang,15
Multi-lang,227
Multi-lang,171
Multi-lang,583
Multi-lang,526
Multi-lang,697
Multi-lang,11
Multi-lang,242
Multi-lang,653
Multi-lang,176
Multi-lang,72
Multi-lang,219
Multi-lang,532
Multi-lang,684
Multi-lang,560
Multi-lang,719
Multi-lang,71
Other,13
Multi-lang,489
Multi-lang,70603
Other,22
Multi-lang,48
Multi-lang,318
Other,21
Multi-lang,2354
Other,106
Multi-lang,814
Other,4
Multi-lang,499
Multi-lang,309
Multi-lang,420
Multi-lang,454
Multi-lang,858
Multi-lang,128
Multi-lang,784
Other,0
Other,20
Multi-lang,48
Other,54
Other,8
Other,4
Other,1
Other,44
Other,7
Other,10
Other,123
Multi-lang,83
Other,125
Other,23
Other,95
Multi-lang,266
Multi-lang,0
Multi-lang,33
Multi-lang,432
Multi-lang,382
Multi-lang,1270
Other,131
Other,60
Multi-lang,901
Other,118
Multi-lang,982
Multi-lang,474
Other,7
Multi-lang,614
Other,6
Multi-lang,75
Other,36
Other,118
Other,162
Other,4
Other,22
Other,25
Other,21
Multi-lang,133
Other,18
Other,382
Multi-lang,24
Multi-lang,474
Other,60
Multi-lang,365
Other,555
Multi-lang,755
Multi-lang,20
Multi-lang,165
Multi-lang,662
Other,140
Multi-lang,186
Multi-lang,3
Other,2
Multi-lang,31
Other,50
Other,2
Other,71
Other,14
Other,38
Other,97
Multi-lang,15
Multi-lang,325
Multi-lang,14
Multi-lang,5
Multi-lang,125
Other,18
Other,3
Multi-lang,38
Other,38
Other,2
Other,11
Other,7
Other,5
Multi-lang,33
Multi-lang,35
Multi-lang,218
Multi-lang,94
Multi-lang,459
Multi-lang,330
Multi-lang,156
Other,10
Multi-lang,111
Multi-lang,209
Multi-lang,379
Multi-lang,32
Multi-lang,51
Other,9
Multi-lang,1085
Other,73
Multi-lang,745
Multi-lang,243
Other,38
Other,6
Other,9
Other,4
Other,108
Other,3
Other,59
Multi-lang,142
Multi-lang,1547
Multi-lang,366
Multi-lang,757
Other,22
Other,312
Other,373
Other,228
Other,50
Other,490
Multi-lang,1111
Multi-lang,364
Multi-lang,87
Multi-lang,490
Other,2
Other,382
Multi-lang,590
Other,318
Other,451
Multi-lang,663
Multi-lang,955
Multi-lang,717
Multi-lang,110
Other,372
Other,488
Multi-lang,1386
Multi-lang,1072
Multi-lang,752
Other,3
Multi-lang,565
Multi-lang,752
Other,1
Multi-lang,3438
Other,8
Multi-lang,1280
Multi-lang,1797
Multi-lang,758
Multi-lang,1465
Multi-lang,2498
Multi-lang,5280
Multi-lang,1139
Multi-lang,798
Multi-lang,425
Other,0
Multi-lang,494
Other,7
Multi-lang,2424
Multi-lang,7043
Multi-lang,7043
Multi-lang,776
Multi-lang,6659
Multi-lang,145
Other,75
Multi-lang,375
Multi-lang,309
Multi-lang,14
Multi-lang,193
Multi-lang,1392
Multi-lang,380
Multi-lang,178
Other,17
Other,3
Multi-lang,471
Other,1
Other,2
Other,8
Other,0
Other,3
Other,3
Other,64
Multi-lang,15
Multi-lang,732
Multi-lang,1173
Multi-lang,205
Multi-lang,1376
Multi-lang,369
Multi-lang,1209
Multi-lang,833
Other,18
Multi-lang,399
Multi-lang,8
Other,0
Multi-lang,1352
Other,12
Other,13
Multi-lang,223
Multi-lang,1452
Other,8
Other,1
Other,10
Other,68
Other,303
Multi-lang,50
Other,17
Other,48
Other,6
Other,2
Other,55
Other,79
Multi-lang,31
Other,1
Other,18
Other,192
Other,7
Other,610
Other,14
Other,217
Other,9
Other,11
Other,14
Other,369
Other,2
Other,1
Other,6
Other,2
Other,1
Other,1
Other,3
Other,3
Other,3
Other,2
Other,1
Other,17
Other,4
Other,13
Other,9
Other,1
Other,38
Other,56
Other,2
Other,4
Other,1
Other,0
Other,11
Other,6
Other,6
Other,1
Other,1
Other,5
Other,21
Other,1
Other,0
Other,6
Other,15
Other,1
Other,3
Other,1
Other,2
Other,0
Other,8
Other,31
Other,2
Other,0
Other,75
Other,1
Other,0
Other,11
Other,3
Other,6
Other,15
Other,0
Other,1
Other,5
Other,0
Multi-lang,170
Other,28
Other,0
Other,5
Other,13
Other,1
Other,3
Other,81
Other,1
Multi-lang,119
Multi-lang,958
Multi-lang,96
Other,13
Other,4
Other,17
Other,22
Other,10
Other,4
Other,8
Other,5
Other,1
Other,1
Other,2
Other,7
Other,0
